--- Tensor: X_batch (shape: 32x1x28x28) ---
Batch [0]
 Channel [0]
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.360572, 2.04506, 1.53594, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, 0.479492, 1.07772, 1.07772, 1.07772, 1.07772, -0.118735, -0.424213, -0.424213, 0.504948, 2.79603, 1.06499, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, 0.135829, 1.80323, 2.71966, 2.79603, 2.80876, 2.79603, 2.79603, 2.2869, -0.424213, -0.182377, 2.45237, 2.79603, 0.683143, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, 0.466763, 2.66875, 2.79603, 2.51601, 1.81596, 1.06499, 1.15409, 2.45237, 2.2869, -0.424213, 1.66322, 2.79603, 1.205, -0.398757, -0.424213, -0.424213, -0.424213, -0.424213
-0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213, 0.0594599, 2.51601, 2.6942, 1.17954, -0.0805506, -0.424213, -0.424213, -0.424213, -0.195105, 0.390394, 1.2941, 2.80876, 2.59238, -0.195105, -0.424213, -0.424213, -0.424213, -0.424213, -0.424213
