--- Tensor: Probabilidades (shape: 500x10) ---
0.00190096, 0.0210375, 0.000188656, 0.6089, 0.00845769, 0.0132238, 0.00395389, 0.326766, 0.000724443, 0.0148472
0.00700598, 0.000620719, 4.10487e-05, 0.00157188, 0.00218966, 0.836142, 0.147412, 0.00270833, 0.0021872, 0.000120323
0.050491, 0.0699313, 0.697778, 0.00823556, 0.0675108, 0.00587456, 0.00096192, 0.0597544, 0.000867637, 0.0385951
0.0178294, 0.00501754, 0.000108295, 0.000614244, 0.708204, 0.00481308, 0.0258137, 0.235024, 0.00105503, 0.00152095
0.0247046, 0.121169, 0.0016825, 2.49792e-05, 0.0991333, 0.00347794, 0.736109, 0.00866334, 0.00304918, 0.0019865
0.0309394, 0.0129518, 0.0844111, 0.082507, 0.0102289, 0.411068, 0.11123, 0.0254028, 0.107807, 0.123454
0.223735, 0.00364594, 0.000142788, 0.00128415, 0.355622, 0.0781154, 0.307993, 0.00812865, 0.0151117, 0.00622271
0.335563, 0.240675, 0.154998, 0.013069, 0.0144059, 0.0261049, 0.120814, 0.0881114, 0.00376148, 0.00249659
0.13888, 0.00423135, 0.00175607, 0.000184462, 0.00387093, 0.0053695, 0.0599638, 0.761348, 0.015999, 0.00839735
0.00338821, 0.00435034, 0.00158606, 0.135001, 0.0222164, 0.749436, 0.0156394, 0.0397073, 0.00480552, 0.0238697
0.000204222, 0.00173088, 0.000307441, 7.45877e-05, 0.00560873, 7.53409e-05, 0.000168883, 0.984032, 5.80201e-06, 0.00779168
0.0515767, 0.0510625, 0.0980607, 0.453638, 0.0557473, 0.114637, 0.012435, 0.0667069, 0.00679037, 0.0893458
0.230394, 0.00535781, 0.179292, 0.00229425, 0.15389, 0.146442, 0.00141401, 0.0869997, 0.158364, 0.0355532
0.0548413, 0.177899, 0.142171, 0.00261888, 0.0089156, 0.000241277, 0.110209, 0.248184, 0.254381, 0.00053918
0.0730772, 0.289587, 0.0134418, 0.00636885, 0.00524747, 0.135353, 0.456368, 0.00554133, 0.0118367, 0.00317847
0.00799217, 0.390311, 0.013931, 0.00301637, 0.435851, 0.00643899, 0.103671, 0.00429565, 0.018193, 0.0163006
0.199956, 0.00173099, 0.0011413, 0.012957, 0.00709247, 0.628768, 0.0121734, 0.00428725, 0.00816578, 0.123728
0.00442044, 0.00693764, 0.00107495, 0.212564, 0.00763738, 0.0329372, 0.00220844, 0.68126, 0.000292039, 0.0506682
0.170138, 0.0117655, 0.00346559, 0.0938974, 0.0509061, 0.387154, 0.14083, 0.134068, 0.00573552, 0.00204025
0.00872302, 0.0688701, 0.853779, 0.00581903, 0.0150836, 0.000811117, 0.000411048, 0.0323082, 0.000218556, 0.0139761
0.183913, 0.0468501, 0.00123505, 0.100316, 0.0330305, 0.169228, 0.234794, 0.210081, 0.0195046, 0.00104755
0.0271397, 0.436501, 0.0618472, 0.0309958, 0.0126789, 0.320735, 0.0183812, 0.00572634, 0.0411955, 0.0447992
0.155074, 0.0432238, 0.0859693, 0.123081, 0.00622493, 0.000351336, 0.00563946, 0.55415, 0.0209381, 0.00534805
0.107228, 0.107063, 0.00278324, 0.0430185, 0.00309897, 0.230612, 0.130201, 0.000692095, 0.36888, 0.00642319
0.123987, 0.0281493, 0.124008, 0.667334, 0.00704808, 0.00677135, 0.0030391, 0.0124699, 0.0135434, 0.0136501
0.246083, 9.48275e-05, 0.0911629, 0.0466731, 0.000502181, 0.00644236, 0.00933004, 0.0130337, 0.27102, 0.315658
0.0149402, 0.377804, 0.0602254, 0.0867345, 0.00208958, 0.33381, 0.0159291, 0.0235147, 0.0162531, 0.0686999
0.00057121, 0.097566, 0.000423905, 0.00011545, 0.000548286, 0.00894129, 0.423418, 0.000297216, 0.441976, 0.0261425
0.00419725, 0.00346071, 0.000792471, 0.836543, 0.00180191, 0.14163, 0.00194003, 0.00196418, 0.000540643, 0.00712977
0.0161042, 0.00037954, 3.58344e-05, 0.000885963, 0.0460593, 0.897769, 0.018937, 0.0050632, 0.0101384, 0.00462767
0.00773088, 0.624243, 0.00752115, 0.00942131, 0.00354852, 0.0206848, 0.0139729, 0.307138, 0.00177751, 0.00396193
0.0128643, 0.140914, 0.000493781, 0.000322141, 0.0119798, 0.0014691, 0.00806873, 0.821881, 5.90133e-05, 0.00194827
0.00711767, 0.0590851, 0.000737944, 0.000963026, 0.503604, 0.0784765, 0.198166, 0.10721, 0.00657002, 0.0380696
0.984177, 0.000269648, 0.000965157, 0.0042485, 0.000157555, 0.00136486, 0.00082967, 0.000190536, 0.00702649, 0.000771069
0.000125756, 0.0020739, 0.00251748, 0.00165287, 0.15015, 2.99645e-05, 0.000159192, 0.54884, 0.00154276, 0.292908
0.0492668, 0.0108327, 0.00192897, 0.00463061, 0.0386936, 0.59579, 0.214341, 0.0661132, 0.0173134, 0.00108962
0.00839845, 0.0571281, 0.333495, 0.0335556, 0.00299771, 0.396976, 0.00127509, 0.0673429, 0.0250367, 0.0737947
