--- Tensor: Logits (shape: 500x10) ---
-1.65454, 0.749405, -3.96473, 4.11475, -0.161826, 0.285119, -0.922203, 3.49234, -2.61925, 0.400909
1.01961, -1.40403, -4.12015, -0.474878, -0.143406, 5.80165, 4.06608, 0.0691784, -0.144531, -3.04473
1.23594, 1.56166, 3.86205, -0.577388, 1.52644, -0.915219, -2.72467, 1.40439, -2.82783, 0.967277
1.56604, 0.29813, -3.53771, -1.80217, 5.24792, 0.256527, 1.93609, 4.14488, -1.26125, -0.895476
1.68231, 3.2725, -1.0044, -5.21439, 3.07178, -0.278244, 5.07669, 0.634417, -0.409812, -0.838307
-0.899156, -1.76996, 0.104512, 0.0816966, -2.00597, 1.68757, 0.380416, -1.09633, 0.349154, 0.484681
3.07783, -1.03902, -4.27903, -2.08254, 3.54124, 2.02556, 3.39745, -0.237235, 0.38284, -0.504425
2.61599, 2.28363, 1.84359, -0.629576, -0.532185, 0.0623028, 1.59443, 1.27878, -1.87501, -2.2849
2.65878, -0.832302, -1.71174, -3.96513, -0.921327, -0.594088, 1.81892, 4.36027, 0.497703, -0.146907
-1.84227, -1.59232, -2.60132, 1.84271, 0.0382579, 3.55675, -0.312783, 0.61896, -1.49281, 0.110036
-0.885973, 1.25121, -0.476896, -1.8932, 2.4269, -1.88316, -1.07597, 7.59424, -4.44697, 2.75563
0.207583, 0.197562, 0.8501, 2.38181, 0.285341, 1.00628, -1.21497, 0.464821, -1.81998, 0.757027
1.8683, -1.89294, 1.61752, -2.74108, 1.46475, 1.41514, -3.22506, 0.894413, 1.4934, -0.000460522
1.26984, 2.44661, 2.22242, -1.77186, -0.546804, -4.15641, 1.96777, 2.77957, 2.80423, -3.35231
1.43984, 2.81678, -0.253309, -1.00026, -1.19393, 2.05621, 3.27162, -1.13944, -0.380476, -1.69528
-0.932671, 2.95581, -0.377014, -1.90708, 3.06617, -1.14876, 1.63009, -1.55353, -0.110097, -0.219931
2.64458, -2.10483, -2.52135, -0.0918808, -0.694486, 3.79024, -0.154267, -1.19787, -0.553567, 2.16456
-1.08989, -0.639168, -2.50386, 2.78311, -0.543075, 0.918472, -1.78385, 3.94781, -3.807, 1.34917
1.72057, -0.950868, -2.17316, 1.12616, 0.513943, 2.54278, 1.53151, 1.4823, -1.66936, -2.70297
0.351473, 2.41773, 4.93518, -0.0533596, 0.899115, -2.02384, -2.70354, 1.66083, -3.33521, 0.822854
1.9342, 0.566695, -3.06915, 1.32807, 0.217174, 1.85099, 2.17845, 2.06723, -0.309608, -3.2338
-0.196158, 2.58163, 0.627511, -0.0633037, -0.957218, 2.27346, -0.585829, -1.75208, 0.221173, 0.305034
2.16098, 0.883465, 1.57106, 1.92991, -1.05437, -3.92894, -1.15314, 3.43451, 0.158644, -1.2062
1.56954, 1.568, -2.0818, 0.656217, -1.97434, 2.33532, 1.76367, -3.47345, 2.80506, -1.2455
